Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Score (Bio),"Diff (Bio, mDa)","Diff (Bio, ppm)",Uncertainty,Fit Score,Enzyme,Hits (Bioconfirm),Links,Seq Loc,Rule,Missed,Mods,Significance,Pred Mods,Sequence,Seq Name,Seq Type,Tgt Seq Mass,AGILENTID,CAS,Compound ID,Name,Cpd,HMP,KEGG,Label,LMP,METLIN,MPPID,NCBI ID,Notes,Swiss-Prot,Hits (DB),Mass (DB),"Diff (DB, mDa)",Formula (DB),"Diff (DB, ppm)",RT (DB),RT Diff (DB),Score (DB),Shared (DB),Unique (DB),"Diff (MFG, mDa)",Mass (MFG),Formula (MFG),"Diff (MFG, ppm)",Score (MFG),Tgt Hit Pos,Score Diff,Abund,Algorithm,Area,Avg Mass,Base Peak,Z Count,CE,MS/MS Count,File,End,Formula,FV,Height,ID Source,ID Techniques Applied,Ions,Polarity,Max Z,Min Z,Modified,Mass,Score,m/z,m/z (prod.),Quality Score,RT,Saturated,Start,Width,Library,Score (Lib),Cpds/Group,Group,Std Dev,Vol %,Vol,Primary Base,Primary Note,ADC% Area,ADC% Height,EIC/TIC% Area,EIC/TIC% Height,TIC% Area,TIC% Height,TWC% Area,TWC% Height,UVA% Area,UVA% Height,UVB% Area,UVB% Height,UVC% Area,UVC% Height,Purity Comments,Purity Result,Purity Value,FIs Conf.,FIs Conf. %,FIs Eval.,Source,"Diff (Tgt, mDa)",Formula (Tgt),"Diff (Tgt, ppm)",RT (Tgt),RT Diff (Tgt),Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),Sample Name,Sample Type,Instrument Name,Position,User Name,IRM Calibration status
,,,,,,,,,,,,,,,,,,,,,,109,,,Cpd 109: 2161.2973 8.972,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2162.3514,1079.6414,1,,,20140404-212.d,9.307,,,17666,,,5,Negative,-2,-2,,2161.2973,,1079.6414,,100,8.972,,8.744,0.261,,,6,60,,0.14,778576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,110,,,Cpd 110: 2183.2775 8.975,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2184.215,1090.6315,1,,,20140404-212.d,9.225,,,5873,,,4,Negative,-2,-2,,2183.2775,,1090.6315,,100,8.975,,8.777,0.239,,,6,60,,0.04,223776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,111,,,Cpd 111: 1895.2458 9.241,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1896.4708,947.114,1,,,20140404-212.d,9.44,,,3679,,,4,Negative,-2,-2,,1895.2458,,946.6156,,100,9.241,,9.059,0.2,,,1,61,,0.02,122816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,112,,,Cpd 112: 2167.3126 9.742,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2168.1212,1082.649,1,,,20140404-212.d,9.888,,,3057,,,3,Negative,-2,-2,,2167.3126,,1082.649,,100,9.742,,9.589,0.186,,,1,62,,0.02,89472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,113,,,Cpd 113: 1914.2416 9.762,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1914.9942,956.1135,2,,,20140404-212.d,10.137,,,10058,,,6,Negative,-2,-3,,1914.2416,,956.1135,,100,9.762,,9.523,0.291,,,1,63,0.0018,0.07,393320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,114,,,Cpd 114: 1941.2360 9.804,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1941.9519,969.6107,1,,,20140404-212.d,10.004,,,6145,,,3,Negative,-2,-2,,1941.236,,969.6107,,100,9.804,,9.623,0.218,,,4,64,,0.03,190065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,115,,,Cpd 115: 1954.2492 9.804,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1954.6567,976.1173,1,,,20140404-212.d,9.987,,,2041,,,2,Negative,-2,-2,,1954.2492,,976.1173,,78.2,9.804,,9.672,0.208,,,4,64,,0.01,44455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,116,,,Cpd 116: 1919.2596 9.805,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1920.1629,958.6224,2,,,20140404-212.d,10.253,,,28100,,,8,Negative,-2,-3,,1919.2596,,958.6224,,100,9.805,,9.523,0.267,,,4,64,0.0032,0.2,1111908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,117,,,Cpd 117: 2869.8847 9.817,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2870.4167,955.9721,1,,,20140404-212.d,10.137,,,4328,,,2,Negative,-3,-3,,2869.8847,,955.621,,80,9.817,,9.523,0.354,,,4,64,,0.03,145622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,118,,,Cpd 118: 1981.2312 10.199,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1982.1319,989.6083,1,,,20140404-212.d,10.435,,,5245,,,4,Negative,-2,-2,,1981.2312,,989.6083,,100,10.199,,10.004,0.244,,,5,65,,0.03,178085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,119,,,Cpd 119: 1959.2503 10.201,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1959.9562,978.6179,1,,,20140404-212.d,10.585,,,16574,,,3,Negative,-2,-2,,1959.2503,,978.6179,,100,10.201,,9.905,0.303,,,5,65,,0.11,630875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,120,,,Cpd 120: 1937.2690 10.203,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1938.2144,967.627,3,,,20140404-212.d,11.314,,,74752,,,12,Negative,-2,-4,,1937.269,,967.627,,99.9,10.203,,9.623,0.377,,,5,65,0.0079,0.65,3624582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,121,,,Cpd 121: 2003.2131 10.204,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2003.954,1000.5993,1,,,20140404-212.d,10.352,,,2346,,,3,Negative,-2,-2,,2003.2131,,1000.5993,,100,10.204,,10.054,0.188,,,5,65,,0.01,61556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,122,,,Cpd 122: 1997.2024 10.214,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1998.0286,998.0892,1,,,20140404-212.d,10.319,,,1764,,,3,Negative,-2,-2,,1997.2024,,997.5939,,71.5,10.214,,10.07,0.165,,,5,65,,0.01,41835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,123,,,Cpd 123: 1975.2163 10.251,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1976.8336,986.6009,1,,,20140404-212.d,10.468,,,3150,,,5,Negative,-2,-2,,1975.2163,,986.6009,,80,10.251,,10.037,0.244,,,1,66,,0.03,155777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,124,,,Cpd 124: 982.6322 10.848,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,982.9054,981.6249,1,,,20140404-212.d,11.099,,,4756,,,2,Negative,-1,-1,,982.6322,,981.6249,,100,10.848,,10.634,0.261,,,1,67,,0.02,103359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,125,,,Cpd 125: 2522.3073 10.946,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2523.0413,1260.1462,2,,,20140404-212.d,11.115,,,2772,,,4,Negative,-2,-3,,2522.3073,,1260.1462,,80,10.946,,10.784,0.194,,,4,68,0.003,0.02,95416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,126,,,Cpd 126: 2506.3409 10.949,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2507.4676,1252.1628,2,,,20140404-212.d,11.281,,,16086,,,9,Negative,-2,-3,,2506.3409,,1252.1628,,100,10.949,,10.717,0.261,,,4,68,0.0091,0.15,836398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,127,,,Cpd 127: 2484.3604 10.949,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2485.5547,1241.1721,3,,,20140404-212.d,11.43,,,68435,,,18,Negative,-2,-4,,2484.3604,,1241.1721,,100,10.949,,10.684,0.272,,,4,68,0.0087,0.82,4543358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,128,,,Cpd 128: 2528.3188 10.951,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2529.3798,1263.1521,1,,,20140404-212.d,11.215,,,5079,,,4,Negative,-2,-2,,2528.3188,,1263.1521,,100,10.951,,10.767,0.242,,,4,68,,0.04,235512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,129,,,Cpd 129: 2259.2861 11.501,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2260.0448,1128.6358,1,,,20140404-212.d,11.745,,,3244,,,3,Negative,-2,-2,,2259.2861,,1128.6358,,100,11.501,,11.347,0.233,,,1,69,,0.02,110446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,130,,,Cpd 130: 2218.2918 11.524,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2220.3372,1109.129,1,,,20140404-212.d,11.712,,,2664,,,5,Negative,-2,-2,,2218.2918,,1108.1386,,80,11.524,,11.381,0.188,,,1,70,,0.02,91139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,131,,,Cpd 131: 2262.2548 11.636,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2262.7704,1130.1201,1,,,20140404-212.d,11.779,,,1747,,,2,Negative,-2,-2,,2262.2548,,1130.1201,,80,11.636,,11.497,0.178,,,2,71,,0.01,42795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,132,,,Cpd 132: 2224.2991 11.636,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2225.3269,1111.1421,3,,,20140404-212.d,12.044,,,36680,,,12,Negative,-2,-4,,2224.2991,,1111.1421,,100,11.636,,11.381,0.255,,,2,71,0.0054,0.31,1730394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,133,,,Cpd 133: 2268.2689 11.655,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2269.1223,1133.1272,1,,,20140404-212.d,11.978,,,2882,,,3,Negative,-2,-2,,2268.2689,,1133.1272,,88.6,11.655,,11.48,0.287,,,1,72,,0.02,117909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,134,,,Cpd 134: 2246.2940 11.689,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2247.2608,1122.1397,1,,,20140404-212.d,12.144,,,8903,,,4,Negative,-2,-2,,2246.294,,1122.1397,,80,11.689,,11.447,0.363,,,1,73,,0.09,483065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,135,,,Cpd 135: 2308.2517 11.853,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2309.0738,1153.1186,1,,,20140404-212.d,12.077,,,2751,,,3,Negative,-2,-2,,2308.2517,,1153.1186,,100,11.853,,11.679,0.233,,,5,74,,0.02,102652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,136,,,Cpd 136: 2264.2889 11.858,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2265.2636,1131.1371,2,,,20140404-212.d,12.293,,,19303,,,7,Negative,-2,-3,,2264.2889,,1131.1371,,80,11.858,,11.497,0.311,,,5,74,0.0081,0.18,975122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,137,,,Cpd 137: 2286.2701 11.859,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2287.2923,1142.1278,1,,,20140404-212.d,12.16,,,6508,,,4,Negative,-2,-2,,2286.2701,,1142.1278,,100,11.859,,11.613,0.276,,,5,74,,0.05,294170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,138,,,Cpd 138: 2242.3094 11.860,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2243.2859,1120.1469,3,,,20140404-212.d,12.459,,,89798,,,14,Negative,-2,-4,,2242.3094,,1120.1469,,100,11.86,,11.546,0.306,,,5,74,0.0086,0.9,4982015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,139,,,Cpd 139: 2107.2611 11.864,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2108.129,701.4131,1,,,20140404-212.d,11.961,,,776,,,3,Negative,-3,-3,,2107.2611,,701.4131,,82.7,11.864,,11.729,0.153,,,5,74,,0,14469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,140,,,Cpd 140: 2280.2556 11.878,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2281.2359,1139.6307,1,,,20140404-212.d,12.144,,,3279,,,3,Negative,-2,-2,,2280.2556,,1139.1205,,100,11.878,,11.646,0.284,,,1,75,,0.03,181534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,141,,,Cpd 141: 2283.3015 11.915,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2284.0012,1140.6435,1,,,20140404-212.d,12.16,,,4230,,,3,Negative,-2,-2,,2283.3015,,1140.6435,,100,11.915,,11.596,0.309,,,1,76,,0.03,170723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,142,,,Cpd 142: 2270.2967 12.423,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2271.055,1134.1406,2,,,20140404-212.d,12.691,,,4634,,,4,Negative,-2,-3,,2270.2967,,1134.1406,,99.3,12.423,,12.226,0.248,,,1,77,0.0172,0.03,186861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,143,,,Cpd 143: 2678.3772 12.858,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2679.1626,668.8336,2,,,20140404-212.d,13.006,,,1074,,,4,Negative,-3,-4,,2678.3772,,668.5875,,78.2,12.858,,12.741,0.166,,,1,78,0.0185,0.01,31441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,144,,,Cpd 144: 2873.3477 12.867,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2874.2336,1436.1683,2,,,20140404-212.d,13.023,,,2202,,,6,Negative,-2,-3,,2873.3477,,1435.666,,100,12.867,,12.724,0.186,,,6,79,0.0108,0.02,87117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,145,,,Cpd 145: 2851.3579 12.872,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2852.5697,1425.1718,2,,,20140404-212.d,13.072,,,3286,,,8,Negative,-2,-3,,2851.3579,,1424.6709,,100,12.872,,12.707,0.203,,,6,79,0.0035,0.04,199575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,146,,,Cpd 146: 2813.4116 12.875,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2814.7629,1406.1984,4,,,20140404-212.d,13.371,,,86115,,,25,Negative,-2,-5,,2813.4116,,1405.697,,100,12.875,,12.608,0.276,,,6,79,0.0097,1.43,7907662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,147,,,Cpd 147: 2879.3525 12.876,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2880.545,1439.1686,1,,,20140404-212.d,13.072,,,2959,,,4,Negative,-2,-2,,2879.3525,,1438.669,,100,12.876,,12.707,0.225,,,6,79,,0.02,120521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,148,,,Cpd 148: 2835.3924 12.877,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2836.7307,1417.1887,2,,,20140404-212.d,13.222,,,18214,,,11,Negative,-2,-3,,2835.3924,,1416.6882,,100,12.877,,12.641,0.267,,,6,79,0.0042,0.25,1379489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,149,,,Cpd 149: 2857.3695 12.878,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2858.6045,1428.1795,2,,,20140404-212.d,13.139,,,6337,,,8,Negative,-2,-3,,2857.3695,,1427.6773,,100,12.878,,12.674,0.237,,,6,79,0.0024,0.06,347398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,150,,,Cpd 150: 2565.3146 12.909,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2566.0977,1281.65,1,,,20140404-212.d,13.072,,,2113,,,3,Negative,-2,-2,,2565.3146,,1281.65,,100,12.909,,12.724,0.218,,,1,80,,0.01,68364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,151,,,Cpd 151: 2570.3281 13.043,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2570.3843,1284.1564,2,,,20140404-212.d,13.222,,,2455,,,3,Negative,-2,-3,,2570.3281,,1284.1564,,80,13.043,,12.741,0.297,,,1,81,0.0048,0.01,59660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,152,,,Cpd 152: 2587.3450 13.236,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2589.0648,1293.1616,2,,,20140404-212.d,13.586,,,6113,,,9,Negative,-2,-3,,2587.345,,1292.6656,,87,13.236,,12.89,0.349,,,1,82,0.0038,0.09,486904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,153,,,Cpd 153: 2841.4018 13.261,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2842.3272,1420.1943,2,,,20140404-212.d,13.454,,,2888,,,6,Negative,-2,-3,,2841.4018,,1419.6913,,100,13.261,,13.056,0.219,,,1,83,0.0096,0.03,171658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,154,,,Cpd 154: 2553.3472 13.344,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2554.4791,1275.6659,3,,,20140404-212.d,13.653,,,14656,,,12,Negative,-2,-4,,2553.3472,,1275.6659,,100,13.344,,13.122,0.244,,,1,84,0.0036,0.17,923930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,155,,,Cpd 155: 2576.3353 13.368,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2576.7241,1287.1604,1,,,20140404-212.d,13.686,,,4272,,,2,Negative,-2,-2,,2576.3353,,1287.1604,,80,13.368,,13.205,0.273,,,1,85,,0.02,104263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,156,,,Cpd 156: 2593.3366 13.494,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2594.5129,1295.6609,2,,,20140404-212.d,13.902,,,10780,,,8,Negative,-2,-3,,2593.3366,,1295.6609,,100,13.494,,13.255,0.292,,,3,86,0.0017,0.11,603318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,157,,,Cpd 157: 2615.3176 13.496,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2616.1825,1306.6515,1,,,20140404-212.d,13.752,,,3580,,,3,Negative,-2,-2,,2615.3176,,1306.6515,,100,13.496,,13.321,0.254,,,3,86,,0.03,152383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,158,,,Cpd 158: 2571.3565 13.497,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2572.5674,1285.1722,4,,,20140404-212.d,14.018,,,44145,,,17,Negative,-2,-5,,2571.3565,,1284.67,,100,13.497,,12.807,0.318,,,3,86,0.0093,0.61,3373087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,159,,,Cpd 159: 3156.3940 13.900,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3157.536,1051.4581,2,,,20140404-212.d,14.101,,,2171,,,7,Negative,-2,-3,,3156.394,,1051.1228,,97.2,13.9,,13.736,0.184,,,4,87,0.0084,0.02,125788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,160,,,Cpd 160: 3118.4482 13.903,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3119.9568,1038.8092,4,,,20140404-212.d,14.383,,,53100,,,25,Negative,-2,-5,,3118.4482,,1038.4755,,100,13.903,,13.636,0.279,,,4,87,0.0087,1.02,5680694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,161,,,Cpd 161: 3140.4281 13.904,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3141.8477,1569.7049,2,,,20140404-212.d,14.2,,,9403,,,10,Negative,-2,-3,,3140.4281,,1569.2057,,100,13.904,,13.686,0.258,,,4,87,0.0033,0.18,977261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,162,,,Cpd 162: 3162.4021 13.905,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3163.6717,1580.6976,2,,,20140404-212.d,14.117,,,3641,,,8,Negative,-2,-3,,3162.4021,,1580.1952,,100,13.905,,13.736,0.214,,,4,87,0.0073,0.04,239359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,163,,,Cpd 163: 2599.3518 13.955,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2600.1736,1298.668,2,,,20140404-212.d,14.15,,,2002,,,5,Negative,-2,-3,,2599.3518,,1298.668,,100,13.955,,13.769,0.22,,,1,88,0.0053,0.02,102558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
