Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Score (Bio),"Diff (Bio, mDa)","Diff (Bio, ppm)",Uncertainty,Fit Score,Enzyme,Hits (Bioconfirm),Links,Seq Loc,Rule,Missed,Mods,Significance,Pred Mods,Sequence,Seq Name,Seq Type,Tgt Seq Mass,AGILENTID,CAS,Compound ID,Name,Cpd,HMP,KEGG,Label,LMP,METLIN,MPPID,NCBI ID,Notes,Swiss-Prot,Hits (DB),Mass (DB),"Diff (DB, mDa)",Formula (DB),"Diff (DB, ppm)",RT (DB),RT Diff (DB),Score (DB),Shared (DB),Unique (DB),"Diff (MFG, mDa)",Mass (MFG),Formula (MFG),"Diff (MFG, ppm)",Score (MFG),Tgt Hit Pos,Score Diff,Abund,Algorithm,Area,Avg Mass,Base Peak,Z Count,CE,MS/MS Count,File,End,Formula,FV,Height,ID Source,ID Techniques Applied,Ions,Polarity,Max Z,Min Z,Modified,Mass,Score,m/z,m/z (prod.),Quality Score,RT,Saturated,Start,Width,Library,Score (Lib),Cpds/Group,Group,Std Dev,Vol %,Vol,Primary Base,Primary Note,ADC% Area,ADC% Height,EIC/TIC% Area,EIC/TIC% Height,TIC% Area,TIC% Height,TWC% Area,TWC% Height,UVA% Area,UVA% Height,UVB% Area,UVB% Height,UVC% Area,UVC% Height,Purity Comments,Purity Result,Purity Value,FIs Conf.,FIs Conf. %,FIs Eval.,Source,"Diff (Tgt, mDa)",Formula (Tgt),"Diff (Tgt, ppm)",RT (Tgt),RT Diff (Tgt),Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),Sample Name,Sample Type,Instrument Name,Position,User Name,IRM Calibration status
,,,,,,,,,,,,,,,,,,,,,,111,,,Cpd 111: 1916.2117,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1916.9207,957.0986,1,,,20140424-306.d,3.446,,,3146,,,3,Negative,-2,-2,,1916.2117,,957.0986,,100,3.18,,3.015,0.224,,,3,36,,0.01,92973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,112,,,Cpd 112: 1567.1734,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1567.9359,782.5794,1,,,20140424-306.d,3.363,,,1322,,,3,Negative,-2,-2,,1567.1734,,782.5794,,100,3.184,,3.048,0.184,,,3,36,,0.01,34280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,113,,,Cpd 113: 1878.2615,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1878.9508,938.1238,2,,,20140424-306.d,3.545,,,3233,,,5,Negative,-2,-3,,1878.2615,,938.1238,,100,3.272,,3.114,0.218,,,1,37,0.0048,0.02,112814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,114,,,Cpd 114: 1591.1928,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1592.0766,794.5891,1,,,20140424-306.d,3.595,,,1521,,,3,Negative,-2,-2,,1591.1928,,794.5891,,100,3.391,,3.147,0.253,,,2,38,,0.01,48532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,115,,,Cpd 115: 1585.1872,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1585.9595,791.5863,1,,,20140424-306.d,3.662,,,2443,,,3,Negative,-2,-2,,1585.1872,,791.5863,,100,3.396,,3.147,0.269,,,2,38,,0.01,95394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,116,,,Cpd 116: 1575.1993,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1575.5654,786.5924,1,,,20140424-306.d,3.695,,,1600,,,2,Negative,-2,-2,,1575.1993,,786.5924,,80,3.477,,3.297,0.232,,,1,39,,0.01,37276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,117,,,Cpd 117: 1633.2088,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1633.5762,815.5971,1,,,20140424-306.d,3.844,,,1289,,,2,Negative,-2,-2,,1633.2088,,815.5971,,80,3.633,,3.479,0.217,,,2,40,,0,27020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,118,,,Cpd 118: 1609.1992,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1609.8213,803.5922,2,,,20140424-306.d,4.126,,,2718,,,5,Negative,-2,-3,,1609.1992,,803.5922,,100,3.646,,3.346,0.379,,,2,40,0.0017,0.02,129610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,119,,,Cpd 119: 1593.2045,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1593.8183,795.595,2,,,20140424-306.d,4.126,,,3248,,,4,Negative,-2,-3,,1593.2045,,795.595,,100,3.727,,3.413,0.342,,,1,41,0.0019,0.02,130929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,120,,,Cpd 120: 4312.5798,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4314.0538,1436.8548,1,,,20140424-306.d,4.259,,,1296,,,4,Negative,-3,-3,,4312.5798,,1436.5193,,80,4.159,,4.06,0.11,,,1,42,,0,31197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,121,,,Cpd 121: 2254.2041,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2255.0635,1126.0948,1,,,20140424-306.d,4.292,,,1302,,,3,Negative,-2,-2,,2254.2041,,1126.0948,,80,4.164,,4.043,0.149,,,12,43,,0,28628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,122,,,Cpd 122: 2194.2416,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2195.3299,1096.1137,2,,,20140424-306.d,4.524,,,7567,,,7,Negative,-2,-3,,2194.2416,,1096.1137,,100,4.164,,3.944,0.277,,,12,43,0.0067,0.05,365549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,123,,,Cpd 123: 2113.2942,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2113.8813,703.4237,2,,,20140424-306.d,4.308,,,785,,,5,Negative,-3,-4,,2113.2942,,703.4237,,78.7,4.168,,4.026,0.164,,,12,43,0.002,0,23502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,124,,,Cpd 124: 2260.1877,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2260.9146,1129.0866,1,,,20140424-306.d,4.391,,,1966,,,3,Negative,-2,-2,,2260.1877,,1129.0866,,100,4.169,,3.993,0.234,,,12,43,,0.01,60164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,125,,,Cpd 125: 2156.2953,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2157.3197,1077.1407,3,,,20140424-306.d,4.823,,,83602,,,16,Negative,-2,-4,,2156.2953,,1077.1407,,100,4.169,,3.894,0.317,,,12,43,0.0029,0.71,4894512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,126,,,Cpd 126: 2216.2253,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2217.1568,1107.1054,1,,,20140424-306.d,4.474,,,5455,,,4,Negative,-2,-2,,2216.2253,,1107.1054,,100,4.17,,3.96,0.272,,,12,43,,0.03,221204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,127,,,Cpd 127: 2044.2644,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2045.1865,680.4142,1,,,20140424-306.d,4.524,,,4283,,,4,Negative,-3,-3,,2044.2644,,680.4142,,100,4.172,,3.944,0.275,,,12,43,,0.02,168321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,128,,,Cpd 128: 2200.2592,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2201.1825,1099.1223,1,,,20140424-306.d,4.524,,,7530,,,4,Negative,-2,-2,,2200.2592,,1099.1223,,100,4.172,,3.944,0.29,,,12,43,,0.05,332120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,129,,,Cpd 129: 2178.2763,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2179.2872,1088.1309,2,,,20140424-306.d,4.673,,,21142,,,7,Negative,-2,-3,,2178.2763,,1088.1309,,100,4.173,,3.91,0.306,,,12,43,0.0061,0.15,1001403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,130,,,Cpd 130: 2222.2409,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2222.9996,1110.1131,1,,,20140424-306.d,4.524,,,3110,,,3,Negative,-2,-2,,2222.2409,,1110.1131,,100,4.174,,3.977,0.303,,,12,43,,0.02,130644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,131,,,Cpd 131: 2238.2068,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2239.1421,1118.0961,1,,,20140424-306.d,4.424,,,3370,,,4,Negative,-2,-2,,2238.2068,,1118.0961,,100,4.175,,3.977,0.254,,,12,43,,0.02,121191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,132,,,Cpd 132: 2244.2229,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2244.6679,1121.1042,1,,,20140424-306.d,4.424,,,1532,,,2,Negative,-2,-2,,2244.2229,,1121.1042,,80,4.178,,4.026,0.243,,,12,43,,0.01,42941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,133,,,Cpd 133: 2184.2866,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2185.1727,1091.1367,3,,,20140424-306.d,4.773,,,3100,,,8,Negative,-2,-4,,2184.2866,,1091.1367,,100,4.479,,4.192,0.29,,,1,44,0.0073,0.02,163636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,134,,,Cpd 134: 1891.2166,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1891.8871,944.601,1,,,20140424-306.d,4.856,,,1840,,,3,Negative,-2,-2,,1891.2166,,944.601,,100,4.612,,4.408,0.262,,,1,45,,0.01,56965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,135,,,Cpd 135: 1899.2313,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1899.9748,948.6084,1,,,20140424-306.d,5.221,,,1650,,,3,Negative,-2,-2,,1899.2313,,948.6084,,100,4.965,,4.789,0.245,,,1,46,,0.01,50177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,136,,,Cpd 136: 1915.2359,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1915.625,956.6107,1,,,20140424-306.d,5.42,,,1692,,,2,Negative,-2,-2,,1915.2359,,956.6107,,80,5.059,,4.773,0.397,,,1,47,,0.01,71210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,137,,,Cpd 137: 2543.2442,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2544.1184,1270.6148,1,,,20140424-306.d,6.382,,,1787,,,3,Negative,-2,-2,,2543.2442,,1270.6148,,100,6.147,,5.984,0.24,,,1,48,,0.01,69947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,138,,,Cpd 138: 2349.3132,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2350.5453,586.5672,1,,,20140424-306.d,6.465,,,1170,,,4,Negative,-4,-4,,2349.3132,,586.321,,83.2,6.157,,5.95,0.274,,,7,49,,0.01,51907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,139,,,Cpd 139: 2499.2812,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2500.3294,1248.6327,2,,,20140424-306.d,6.514,,,3701,,,7,Negative,-2,-3,,2499.2812,,1248.6327,,98.7,6.159,,5.934,0.301,,,7,49,0.0111,0.03,216815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,140,,,Cpd 140: 2461.3340,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2462.525,1229.6598,4,,,20140424-306.d,6.863,,,45504,,,22,Negative,-2,-5,,2461.334,,1229.6598,,100,6.162,,5.834,0.366,,,7,49,0.0013,0.62,4224140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,141,,,Cpd 141: 2483.3164,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2484.4658,1240.651,2,,,20140424-306.d,6.68,,,11894,,,8,Negative,-2,-3,,2483.3164,,1240.651,,100,6.162,,5.867,0.358,,,7,49,0.0026,0.12,832942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,142,,,Cpd 142: 2505.2974,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2506.4022,1251.6414,1,,,20140424-306.d,6.564,,,4884,,,4,Negative,-2,-2,,2505.2974,,1251.6414,,100,6.163,,5.917,0.335,,,7,49,,0.04,282514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,143,,,Cpd 143: 2527.2788,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2528.1603,1262.6321,1,,,20140424-306.d,6.465,,,2210,,,3,Negative,-2,-2,,2527.2788,,1262.6321,,100,6.165,,5.95,0.291,,,7,49,,0.02,105390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,144,,,Cpd 144: 2521.2677,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2522.3615,1259.6266,1,,,20140424-306.d,6.481,,,2599,,,4,Negative,-2,-2,,2521.2677,,1259.6266,,100,6.166,,5.934,0.285,,,7,49,,0.02,125703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,145,,,Cpd 145: 2489.3340,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2490.1629,1243.6595,2,,,20140424-306.d,6.962,,,1680,,,6,Negative,-2,-4,,2489.334,,1243.6595,,100,6.736,,6.514,0.248,,,1,50,0.005,0.01,71758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,146,,,Cpd 146: 2243.3110,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2244.247,560.063,1,,,20140424-306.d,7.327,,,589,,,3,Negative,-4,-4,,2243.311,,559.8205,,77.8,7.055,,6.946,0.231,,,1,51,,0,11502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,147,,,Cpd 147: 2244.2792,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2245.1892,1121.1323,2,,,20140424-306.d,7.592,,,3060,,,6,Negative,-2,-3,,2244.2792,,1121.1323,,100,7.091,,6.829,0.31,,,1,52,0.001,0.02,152654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,148,,,Cpd 148: 2220.2622,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2221.0486,1109.1238,1,,,20140424-306.d,7.626,,,1683,,,3,Negative,-2,-2,,2220.2622,,1109.1238,,100,7.41,,7.194,0.253,,,1,53,,0.01,59019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,149,,,Cpd 149: 2747.3692,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2748.1706,548.6683,2,,,20140424-306.d,8.936,,,600,,,5,Negative,-4,-5,,2747.3692,,548.4648,,72.7,8.786,,8.654,0.182,,,1,54,0.0189,0,26630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,150,,,Cpd 150: 2872.3048,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2873.4885,1435.6429,1,,,20140424-306.d,9.035,,,2111,,,4,Negative,-2,-2,,2872.3048,,1435.1451,,100,8.796,,8.604,0.269,,,11,55,,0.01,100109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,151,,,Cpd 151: 2856.3324,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2857.4994,1427.6586,1,,,20140424-306.d,9.118,,,2703,,,4,Negative,-2,-2,,2856.3324,,1427.1589,,100,8.799,,8.571,0.306,,,11,55,,0.02,160558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,152,,,Cpd 152: 2894.2837,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2895.1614,1446.1346,1,,,20140424-306.d,9.002,,,1445,,,3,Negative,-2,-2,,2894.2837,,1446.1346,,100,8.801,,8.604,0.253,,,11,55,,0.01,62176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,153,,,Cpd 153: 2678.3477,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2679.7473,668.8319,2,,,20140424-306.d,9.118,,,1383,,,8,Negative,-4,-5,,2678.3477,,668.5797,,80,8.804,,8.621,0.255,,,11,55,0.0004,0.01,82880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,154,,,Cpd 154: 2850.3202,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2851.426,1424.6545,2,,,20140424-306.d,9.118,,,3017,,,7,Negative,-2,-3,,2850.3202,,1424.152,,100,8.806,,8.587,0.291,,,11,55,0.0057,0.03,220663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,155,,,Cpd 155: 2828.3343,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2829.6749,1413.661,3,,,20140424-306.d,9.135,,,4025,,,13,Negative,-2,-4,,2828.3343,,1413.1608,,100,8.807,,8.571,0.304,,,11,55,0.0038,0.06,438903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,156,,,Cpd 156: 2878.3102,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2879.2538,1438.6527,1,,,20140424-306.d,9.019,,,1502,,,3,Negative,-2,-2,,2878.3102,,1438.1478,,80,8.807,,8.621,0.244,,,11,55,,0.01,64218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,157,,,Cpd 157: 2790.3871,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2791.7525,1394.6877,4,,,20140424-306.d,9.533,,,63047,,,28,Negative,-2,-5,,2790.3871,,1394.1872,,100,8.807,,8.471,0.358,,,11,55,0.0033,1.22,8354665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,158,,,Cpd 158: 2812.3680,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2813.6908,1405.6776,2,,,20140424-306.d,9.301,,,17342,,,11,Negative,-2,-3,,2812.368,,1405.1771,,100,8.809,,8.505,0.345,,,11,55,0.0027,0.22,1480204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,159,,,Cpd 159: 2834.3489,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2835.6114,1416.6688,2,,,20140424-306.d,9.185,,,6117,,,8,Negative,-2,-3,,2834.3489,,1416.1674,,100,8.81,,8.538,0.32,,,11,55,0.0034,0.07,451934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,160,,,Cpd 160: 2655.3320,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2656.554,662.8257,1,,,20140424-306.d,9.151,,,3128,,,5,Negative,-4,-4,,2655.332,,662.8257,,100,8.812,,8.554,0.304,,,11,55,,0.02,165714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,161,,,Cpd 161: 2526.2921,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2527.1832,1262.1388,1,,,20140424-306.d,9.45,,,876,,,3,Negative,-2,-2,,2526.2921,,1262.1388,,75.8,9.064,,8.836,0.393,,,1,56,,0.01,40597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,162,,,Cpd 162: 2551.3156,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2551.6822,1274.6505,1,,,20140424-306.d,9.599,,,1585,,,2,Negative,-2,-2,,2551.3156,,1274.6505,,80,9.177,,8.869,0.429,,,1,57,,0.01,66454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,163,,,Cpd 163: 2549.3160,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2549.8038,1274.1487,3,,,20140424-306.d,9.616,,,2165,,,5,Negative,-2,-4,,2549.316,,1273.6507,,80,9.292,,8.82,0.481,,,2,58,0.0068,0.02,140744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,164,,,Cpd 164: 2525.3059,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2525.8133,1262.1465,1,,,20140424-306.d,9.5,,,1344,,,2,Negative,-2,-2,,2525.3059,,1261.6456,,80,9.297,,9.085,0.265,,,2,58,,0.01,49115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,165,,,Cpd 165: 2818.3841,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2819.3934,1408.1851,4,,,20140424-306.d,9.865,,,1806,,,12,Negative,-2,-5,,2818.3841,,1408.1851,,100,9.504,,9.284,0.243,,,1,59,0.0063,0.02,155690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,166,,,Cpd 166: 3156.3464,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3157.3414,1577.667,2,,,20140424-306.d,10.462,,,1722,,,6,Negative,-2,-3,,3156.3464,,1577.1661,,100,10.235,,10.064,0.236,,,7,60,0.0005,0.02,124323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
