Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Score (Bio),"Diff (Bio, mDa)","Diff (Bio, ppm)",Uncertainty,Fit Score,Enzyme,Hits (Bioconfirm),Links,Seq Loc,Rule,Missed,Mods,Significance,Pred Mods,Sequence,Seq Name,Seq Type,Tgt Seq Mass,AGILENTID,CAS,Compound ID,Name,Cpd,HMP,KEGG,Label,LMP,METLIN,MPPID,NCBI ID,Notes,Swiss-Prot,Hits (DB),Mass (DB),"Diff (DB, mDa)",Formula (DB),"Diff (DB, ppm)",RT (DB),RT Diff (DB),Score (DB),Shared (DB),Unique (DB),"Diff (MFG, mDa)",Mass (MFG),Formula (MFG),"Diff (MFG, ppm)",Score (MFG),Tgt Hit Pos,Score Diff,Abund,Algorithm,Area,Avg Mass,Base Peak,Z Count,CE,MS/MS Count,File,End,Formula,FV,Height,ID Source,ID Techniques Applied,Ions,Polarity,Max Z,Min Z,Modified,Mass,Score,m/z,m/z (prod.),Quality Score,RT,Saturated,Start,Width,Library,Score (Lib),Cpds/Group,Group,Std Dev,Vol %,Vol,Primary Base,Primary Note,ADC% Area,ADC% Height,EIC/TIC% Area,EIC/TIC% Height,TIC% Area,TIC% Height,TWC% Area,TWC% Height,UVA% Area,UVA% Height,UVB% Area,UVB% Height,UVC% Area,UVC% Height,Purity Comments,Purity Result,Purity Value,FIs Conf.,FIs Conf. %,FIs Eval.,Source,"Diff (Tgt, mDa)",Formula (Tgt),"Diff (Tgt, ppm)",RT (Tgt),RT Diff (Tgt),Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),Sample Name,Sample Type,Instrument Name,Position,User Name,IRM Calibration status
,,,,,,,,,,,,,,,,,,,,,,111,,,Cpd 111: 1658.1712,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1658.8424,828.0783,1,,,20140420-298.d,8.028,,,1380,,,3,Negative,-2,-2,,1658.1712,,828.0783,,97.6,7.889,,7.729,0.186,,,1,43,,0.01,29062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,112,,,Cpd 112: 1608.2252,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1608.5541,803.1053,1,,,20140420-298.d,8.492,,,822,,,2,Negative,-2,-2,,1608.2252,,803.1053,,71.9,8.232,,7.779,0.43,,,1,44,,0.01,21704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,113,,,Cpd 113: 1623.2189,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1623.8908,810.6022,1,,,20140420-298.d,8.956,,,1694,,,3,Negative,-2,-2,,1623.2189,,810.6022,,98.5,8.484,,8.16,0.444,,,1,45,,0.02,75348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,114,,,Cpd 114: 1654.2078,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1655.0113,826.0966,1,,,20140420-298.d,8.99,,,4175,,,4,Negative,-2,-2,,1654.2078,,826.0966,,100,8.629,,8.376,0.302,,,4,46,,0.04,155834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,115,,,Cpd 115: 1632.2251,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1633.0066,815.1054,2,,,20140420-298.d,9.189,,,21552,,,9,Negative,-2,-3,,1632.2251,,815.1054,,100,8.631,,8.326,0.337,,,4,46,0.0034,0.21,905586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,116,,,Cpd 116: 1670.1747,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1670.5664,834.0801,1,,,20140420-298.d,8.824,,,1495,,,2,Negative,-2,-2,,1670.1747,,834.0801,,80,8.637,,8.459,0.218,,,4,46,,0.01,33859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,117,,,Cpd 117: 1676.1873,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1676.9703,837.0863,1,,,20140420-298.d,8.874,,,1207,,,3,Negative,-2,-2,,1676.1873,,837.0863,,100,8.643,,8.459,0.237,,,4,46,,0.01,36367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,118,,,Cpd 118: 1875.3017,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1876.0274,936.6436,1,,,20140420-298.d,9.786,,,1443,,,3,Negative,-2,-2,,1875.3017,,936.6436,,100,9.607,,9.487,0.182,,,1,47,,0.01,33452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,119,,,Cpd 119: 2041.3011,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2042.1817,679.7611,1,,,20140420-298.d,9.902,,,911,,,3,Negative,-3,-3,,2041.3011,,679.4264,,96.6,9.685,,9.537,0.215,,,7,48,,0.01,28738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,120,,,Cpd 120: 2153.3299,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2154.3593,1075.6578,3,,,20140420-298.d,10.2,,,42639,,,15,Negative,-2,-4,,2153.3299,,1075.6578,,100,9.693,,9.404,0.276,,,7,48,0.0024,0.5,2123895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,121,,,Cpd 121: 2191.2771,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2192.211,1094.6313,1,,,20140420-298.d,9.918,,,2827,,,4,Negative,-2,-2,,2191.2771,,1094.6313,,100,9.693,,9.504,0.232,,,7,48,,0.02,96932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,122,,,Cpd 122: 2175.3108,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2176.4343,1086.6481,1,,,20140420-298.d,10.018,,,9304,,,5,Negative,-2,-2,,2175.3108,,1086.6481,,100,9.693,,9.454,0.265,,,7,48,,0.1,431364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,123,,,Cpd 123: 2213.2583,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2214.0422,1105.6219,1,,,20140420-298.d,9.902,,,1678,,,3,Negative,-2,-2,,2213.2583,,1105.6219,,100,9.696,,9.504,0.212,,,7,48,,0.01,47235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,124,,,Cpd 124: 2219.2767,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2220.0784,1108.6311,1,,,20140420-298.d,9.835,,,1423,,,3,Negative,-2,-2,,2219.2767,,1108.6311,,100,9.696,,9.537,0.194,,,7,48,,0.01,40004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,125,,,Cpd 125: 2197.2948,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2198.2672,1097.6401,1,,,20140420-298.d,9.918,,,2948,,,4,Negative,-2,-2,,2197.2948,,1097.6401,,100,9.697,,9.504,0.232,,,7,48,,0.03,115852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,126,,,Cpd 126: 1957.2054,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1957.5961,977.5954,1,,,20140420-298.d,10.466,,,1475,,,2,Negative,-2,-2,,1957.2054,,977.5954,,80,10.307,,10.167,0.167,,,4,49,,0.01,25675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,127,,,Cpd 127: 1919.2566,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1920.1571,958.621,3,,,20140420-298.d,10.731,,,19372,,,11,Negative,-2,-4,,1919.2566,,958.621,,80,10.311,,10.068,0.261,,,4,49,0.0117,0.18,768634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,128,,,Cpd 128: 1941.2383,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1942.1908,969.6119,1,,,20140420-298.d,10.549,,,4245,,,4,Negative,-2,-2,,1941.2383,,969.6119,,100,10.315,,10.117,0.24,,,4,49,,0.04,152877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,129,,,Cpd 129: 981.6147,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,981.957,980.6074,1,,,20140420-298.d,10.466,,,1761,,,2,Negative,-1,-1,,981.6147,,980.6074,,99.3,10.32,,10.167,0.191,,,4,49,,0.01,30224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,130,,,Cpd 130: 1928.2594,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1928.6895,963.1224,1,,,20140420-298.d,10.665,,,1613,,,2,Negative,-2,-2,,1928.2594,,963.1224,,80,10.419,,10.233,0.279,,,1,50,,0.01,50618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,131,,,Cpd 131: 2181.3188,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2181.8121,1089.6521,1,,,20140420-298.d,10.748,,,1200,,,2,Negative,-2,-2,,2181.3188,,1089.6521,,80,10.618,,10.499,0.166,,,1,51,,0.01,26217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,132,,,Cpd 132: 1981.2308,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1981.9861,989.6081,1,,,20140420-298.d,10.88,,,2120,,,3,Negative,-2,-2,,1981.2308,,989.6081,,100,10.715,,10.565,0.188,,,4,52,,0.01,58128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,133,,,Cpd 133: 1937.2674,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1938.1734,967.6265,3,,,20140420-298.d,11.162,,,30423,,,12,Negative,-2,-4,,1937.2674,,967.6265,,99.9,10.721,,10.466,0.294,,,4,52,0.0035,0.31,1332150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,134,,,Cpd 134: 1975.2195,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1976.0061,986.6025,1,,,20140420-298.d,10.897,,,1771,,,3,Negative,-2,-2,,1975.2195,,986.6025,,100,10.721,,10.582,0.194,,,4,52,,0.01,46866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,135,,,Cpd 135: 1959.2484,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1959.9734,978.6169,1,,,20140420-298.d,11.03,,,6920,,,3,Negative,-2,-2,,1959.2484,,978.6169,,100,10.722,,10.499,0.256,,,4,52,,0.06,241414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,136,,,Cpd 136: 1942.2731,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1942.7316,970.1293,1,,,20140420-298.d,11.146,,,1225,,,2,Negative,-2,-2,,1942.2731,,970.1293,,78,10.999,,10.913,0.136,,,1,53,,0,17565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,137,,,Cpd 137: 1952.2696,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1952.615,975.1275,1,,,20140420-298.d,11.162,,,1586,,,2,Negative,-2,-2,,1952.2696,,975.1275,,80,11.04,,10.93,0.142,,,1,54,,0,20622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,138,,,Cpd 138: 2536.3237,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2537.2086,1267.1546,1,,,20140420-298.d,11.776,,,2170,,,3,Negative,-2,-2,,2536.3237,,1267.1546,,100,11.584,,11.428,0.209,,,5,55,,0.02,74934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,139,,,Cpd 139: 2558.3047,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2559.1768,1278.1451,1,,,20140420-298.d,11.726,,,1359,,,3,Negative,-2,-2,,2558.3047,,1278.1451,,80,11.59,,11.461,0.176,,,5,55,,0.01,37081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,140,,,Cpd 140: 2520.3593,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2521.4828,1259.1725,2,,,20140420-298.d,11.909,,,8858,,,8,Negative,-2,-3,,2520.3593,,1259.1725,,100,11.591,,11.378,0.254,,,5,55,0.0027,0.11,449007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,141,,,Cpd 141: 2498.3761,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2499.575,1248.1811,3,,,20140420-298.d,12.025,,,35781,,,17,Negative,-2,-4,,2498.3761,,1248.1811,,100,11.593,,11.328,0.272,,,5,55,0.0025,0.57,2398982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,142,,,Cpd 142: 2542.3407,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2543.4277,1270.1631,1,,,20140420-298.d,11.826,,,2917,,,4,Negative,-2,-2,,2542.3407,,1270.1631,,100,11.594,,11.411,0.229,,,5,55,,0.03,125675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,143,,,Cpd 143: 2224.2972,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2225.3248,1111.1418,3,,,20140420-298.d,12.589,,,23410,,,13,Negative,-2,-4,,2224.2972,,1111.1418,,100,12.226,,11.992,0.255,,,3,56,0.0065,0.26,1109913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,144,,,Cpd 144: 2262.2483,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2262.7676,1130.6263,1,,,20140420-298.d,12.406,,,1275,,,2,Negative,-2,-2,,2262.2483,,1130.1169,,79.5,12.233,,12.108,0.193,,,3,56,,0.01,33911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,145,,,Cpd 145: 2268.2709,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2269.4284,1133.1282,1,,,20140420-298.d,12.589,,,1820,,,4,Negative,-2,-2,,2268.2709,,1133.1282,,99.5,12.245,,12.058,0.286,,,3,56,,0.02,85206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,146,,,Cpd 146: 2246.2878,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2247.4476,1122.1366,1,,,20140420-298.d,12.705,,,5915,,,5,Negative,-2,-2,,2246.2878,,1122.1366,,99.8,12.264,,12.041,0.336,,,1,57,,0.07,304896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,147,,,Cpd 147: 2286.2730,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2287.2827,1142.1292,1,,,20140420-298.d,12.705,,,3151,,,4,Negative,-2,-2,,2286.273,,1142.1292,,100,12.455,,12.157,0.271,,,5,58,,0.03,142265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,148,,,Cpd 148: 2264.2897,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2265.2406,1131.1376,2,,,20140420-298.d,12.837,,,9602,,,5,Negative,-2,-3,,2264.2897,,1131.1376,,100,12.464,,12.174,0.271,,,5,58,0.0066,0.1,405131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,149,,,Cpd 149: 2308.2494,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2309.1194,1153.1174,1,,,20140420-298.d,12.622,,,1326,,,3,Negative,-2,-2,,2308.2494,,1153.1174,,80,12.465,,12.29,0.199,,,5,58,,0.01,39833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,150,,,Cpd 150: 2242.3078,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2243.2691,1120.1469,3,,,20140420-298.d,12.904,,,41428,,,14,Negative,-2,-4,,2242.3078,,1120.1469,,100,12.467,,12.191,0.278,,,5,58,0.0036,0.51,2154879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,151,,,Cpd 151: 2302.2389,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2302.9897,1150.1122,1,,,20140420-298.d,12.638,,,1515,,,3,Negative,-2,-2,,2302.2389,,1150.1122,,100,12.469,,12.323,0.2,,,5,58,,0.01,37591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,152,,,Cpd 152: 2280.2611,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2281.328,1139.1233,1,,,20140420-298.d,12.705,,,2290,,,4,Negative,-2,-2,,2280.2611,,1139.1233,,100,12.482,,12.24,0.252,,,1,59,,0.02,105439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,153,,,Cpd 153: 2270.3005,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2271.506,1134.6503,1,,,20140420-298.d,13.202,,,2105,,,4,Negative,-2,-2,,2270.3005,,1134.143,,100,13.014,,12.837,0.207,,,1,60,,0.02,73021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,154,,,Cpd 154: 2692.3706,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2693.321,672.3361,1,,,20140420-298.d,13.75,,,834,,,3,Negative,-4,-4,,2692.3706,,672.0854,,80,13.544,,13.418,0.21,,,6,61,,0.01,26236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,155,,,Cpd 155: 2893.3711,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2894.6251,1446.1791,1,,,20140420-298.d,13.75,,,1532,,,4,Negative,-2,-2,,2893.3711,,1445.6783,,80,13.551,,13.401,0.21,,,6,61,,0.01,61761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,156,,,Cpd 156: 2871.3902,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2872.5991,1435.1882,2,,,20140420-298.d,13.799,,,3576,,,8,Negative,-2,-3,,2871.3902,,1434.6889,,80,13.555,,13.368,0.231,,,6,61,0.0203,0.04,183747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,157,,,Cpd 157: 2849.4097,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2850.8215,1424.1983,2,,,20140420-298.d,13.899,,,9986,,,11,Negative,-2,-3,,2849.4097,,1423.6982,,100,13.557,,13.318,0.259,,,6,61,0.0047,0.16,683987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,158,,,Cpd 158: 2827.4272,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2828.7999,1413.2079,4,,,20140420-298.d,14.015,,,42286,,,25,Negative,-2,-5,,2827.4272,,1412.7071,,100,13.558,,13.285,0.269,,,6,61,0.0026,0.91,3863906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,159,,,Cpd 159: 2865.3735,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2866.5465,1432.1829,2,,,20140420-298.d,13.766,,,2049,,,8,Negative,-2,-3,,2865.3735,,1431.6802,,100,13.558,,13.385,0.205,,,6,61,0.004,0.03,122436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,160,,,Cpd 160: 2602.3574,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2603.1896,1300.1714,1,,,20140420-298.d,14.131,,,1350,,,3,Negative,-2,-2,,2602.3574,,1300.1714,,100,13.96,,13.683,0.282,,,1,62,,0.01,59593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,161,,,Cpd 161: 2553.3489,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2554.5425,1275.6675,3,,,20140420-298.d,14.347,,,12334,,,13,Negative,-2,-4,,2553.3489,,1275.6675,,100,14.005,,13.783,0.247,,,1,63,0.002,0.18,771049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,162,,,Cpd 162: 1288.1714,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1288.5051,1287.1641,1,,,20140420-298.d,14.363,,,3720,,,2,Negative,-1,-1,,1288.1714,,1287.1641,,80,14.07,,13.833,0.296,,,3,64,,0.03,106173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,163,,,Cpd 163: 1288.6738,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1288.8964,1287.6665,1,,,20140420-298.d,14.347,,,2890,,,2,Negative,-1,-1,,1288.6738,,1287.6665,,80,14.073,,13.849,0.281,,,3,64,,0.02,64208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,164,,,Cpd 164: 2576.3531,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2576.7354,857.7771,1,,,20140420-298.d,14.247,,,929,,,2,Negative,-3,-3,,2576.3531,,857.7771,,80,14.084,,13.932,0.195,,,3,64,,0,17706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,165,,,Cpd 165: 2615.3194,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2616.5758,1307.161,1,,,20140420-298.d,14.363,,,2064,,,4,Negative,-2,-2,,2615.3194,,1306.6524,,100,14.131,,13.915,0.262,,,1,65,,0.03,113385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
,,,,,,,,,,,,,,,,,,,,,,166,,,Cpd 166: 2593.3395,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2594.6304,1295.6625,2,,,20140420-298.d,14.463,,,5425,,,8,Negative,-2,-3,,2593.3395,,1295.6625,,93.3,14.155,,13.899,0.263,,,2,66,0.0009,0.08,322138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140420-298,Sample,Instrument 1,P1-E6,,Success
