Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Score (Bio),"Diff (Bio, mDa)","Diff (Bio, ppm)",Uncertainty,Fit Score,Enzyme,Hits (Bioconfirm),Links,Seq Loc,Rule,Missed,Mods,Significance,Pred Mods,Sequence,Seq Name,Seq Type,Tgt Seq Mass,AGILENTID,CAS,Compound ID,Name,Cpd,HMP,KEGG,Label,LMP,METLIN,MPPID,NCBI ID,Notes,Swiss-Prot,Hits (DB),Mass (DB),"Diff (DB, mDa)",Formula (DB),"Diff (DB, ppm)",RT (DB),RT Diff (DB),Score (DB),Shared (DB),Unique (DB),"Diff (MFG, mDa)",Mass (MFG),Formula (MFG),"Diff (MFG, ppm)",Score (MFG),Tgt Hit Pos,Score Diff,Abund,Algorithm,Area,Avg Mass,Base Peak,Z Count,CE,MS/MS Count,File,End,Formula,FV,Height,ID Source,ID Techniques Applied,Ions,Polarity,Max Z,Min Z,Modified,Mass,Score,m/z,m/z (prod.),Quality Score,RT,Saturated,Start,Width,Library,Score (Lib),Cpds/Group,Group,Std Dev,Vol %,Vol,Primary Base,Primary Note,ADC% Area,ADC% Height,EIC/TIC% Area,EIC/TIC% Height,TIC% Area,TIC% Height,TWC% Area,TWC% Height,UVA% Area,UVA% Height,UVB% Area,UVB% Height,UVC% Area,UVC% Height,Purity Comments,Purity Result,Purity Value,FIs Conf.,FIs Conf. %,FIs Eval.,Source,"Diff (Tgt, mDa)",Formula (Tgt),"Diff (Tgt, ppm)",RT (Tgt),RT Diff (Tgt),Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),Sample Name,Sample Type,Instrument Name,Position,User Name,IRM Calibration status
,,,,,,,,,,,,,,,,,,,,,,111,,,Cpd 111: 2593.3403,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2594.5228,1295.6626,2,,,20140429-382.d,10.668,,,4303,,,8,Negative,-2,-3,,2593.3403,,1295.6626,,100,10.354,,10.088,0.288,,,3,45,0.0028,0.06,262569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,112,,,Cpd 112: 2571.3589,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2572.5741,1284.6726,3,,,20140429-382.d,10.834,,,16885,,,15,Negative,-2,-4,,2571.3589,,1284.6726,,100,10.356,,10.021,0.333,,,3,45,0.0025,0.33,1401669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,113,,,Cpd 113: 2615.3204,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2616.1844,1307.1542,1,,,20140429-382.d,10.585,,,1469,,,3,Negative,-2,-2,,2615.3204,,1306.6529,,100,10.36,,10.187,0.242,,,3,45,,0.01,62343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,114,,,Cpd 114: 2893.3835,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2894.4892,1446.181,2,,,20140429-382.d,11.829,,,1448,,,7,Negative,-2,-3,,2893.3835,,1445.6829,,80,11.483,,11.166,0.4,,,1,46,0.0049,0.04,180293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,115,,,Cpd 115: 2898.3926,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2899.6812,965.4584,4,,,20140429-382.d,12.045,,,4635,,,16,Negative,-2,-5,,2898.3926,,965.1241,,100,11.717,,11.481,0.273,,,1,47,0.0031,0.12,514386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,116,,,Cpd 116: 2921.3863,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2921.7464,1459.6859,1,,,20140429-382.d,11.962,,,1692,,,2,Negative,-2,-2,,2921.3863,,1459.6859,,80,11.748,,11.564,0.233,,,1,48,,0.01,39178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,117,,,Cpd 117: 2960.3643,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2961.2494,1479.675,2,,,20140429-382.d,11.979,,,1324,,,5,Negative,-2,-3,,2960.3643,,1479.1747,,80,11.804,,11.647,0.199,,,3,49,0.0027,0.01,43434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,118,,,Cpd 118: 2938.3845,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2939.8032,1468.688,2,,,20140429-382.d,12.095,,,2552,,,10,Negative,-2,-3,,2938.3845,,1468.185,,100,11.805,,11.597,0.261,,,3,49,0.0002,0.05,229361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,119,,,Cpd 119: 2916.4032,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2917.8374,971.4618,4,,,20140429-382.d,12.211,,,10568,,,21,Negative,-2,-5,,2916.4032,,971.1271,,100,11.811,,11.498,0.306,,,3,49,0.005,0.32,1323949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,120,,,Cpd 120: 3198.4148,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3200.2397,1065.4635,1,,,20140429-382.d,12.957,,,2018,,,5,Negative,-3,-3,,3198.4148,,1065.131,,80,12.729,,12.46,0.266,,,1,50,,0.03,110199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,121,,,Cpd 121: 3204.4174,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3205.8569,1067.4662,4,,,20140429-382.d,13.355,,,8197,,,17,Negative,-2,-5,,3204.4174,,1067.1318,,99.9,12.952,,12.692,0.286,,,1,51,0.0072,0.17,726587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,122,,,Cpd 122: 3266.3899,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3267.3621,1088.1167,2,,,20140429-382.d,13.223,,,1315,,,6,Negative,-2,-3,,3266.3899,,1087.7907,,72.4,13.046,,12.891,0.187,,,3,52,0.0075,0.02,67939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,123,,,Cpd 123: 3222.4298,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3224.1833,1073.4697,4,,,20140429-382.d,13.571,,,20168,,,25,Negative,-2,-5,,3222.4298,,1073.136,,100,13.055,,12.742,0.324,,,3,52,0.0036,0.51,2152055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,124,,,Cpd 124: 3244.4048,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3245.8312,1080.7972,2,,,20140429-382.d,13.372,,,4150,,,10,Negative,-2,-3,,3244.4048,,1080.4606,,100,13.059,,12.825,0.289,,,3,52,0.0028,0.09,375771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,125,,,Cpd 125: 3509.4566,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3511.0576,1169.1453,5,,,20140429-382.d,14.5,,,12821,,,23,Negative,-2,-6,,3509.4566,,1168.8113,,92.4,14.07,,13.786,0.304,,,1,53,0.0094,0.25,1053647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,126,,,Cpd 126: 3565.4107,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3567.4404,1187.8004,1,,,20140429-382.d,14.317,,,2214,,,6,Negative,-3,-3,,3565.4107,,1187.463,,80,14.101,,13.903,0.234,,,4,54,,0.03,122179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,127,,,Cpd 127: 3571.4317,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3573.008,1189.8031,1,,,20140429-382.d,14.35,,,2229,,,5,Negative,-3,-3,,3571.4317,,1189.47,,100,14.111,,13.886,0.248,,,4,54,,0.03,123472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,128,,,Cpd 128: 3549.4486,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3551.315,1182.4752,2,,,20140429-382.d,14.5,,,7937,,,12,Negative,-2,-3,,3549.4486,,1182.1423,,100,14.111,,13.82,0.301,,,4,54,0.0003,0.15,618750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,129,,,Cpd 129: 3527.4673,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3529.3286,1175.1494,5,,,20140429-382.d,14.616,,,33079,,,30,Negative,-2,-6,,3527.4673,,1174.8152,,100,14.114,,13.737,0.33,,,4,54,0.0042,0.79,3306850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,130,,,Cpd 130: 3555.4626,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3556.8199,1184.4787,1,,,20140429-382.d,14.732,,,1600,,,4,Negative,-3,-3,,3555.4626,,1184.1469,,80,14.519,,14.334,0.226,,,1,55,,0.02,69093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,131,,,Cpd 131: 3872.4920,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3873.8804,1290.1622,1,,,20140429-382.d,15.263,,,1282,,,4,Negative,-3,-3,,3872.492,,1289.8234,,80,14.982,,14.798,0.282,,,1,56,,0.01,61066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,132,,,Cpd 132: 3838.5063,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3840.2516,1278.8292,2,,,20140429-382.d,15.677,,,8479,,,9,Negative,-3,-5,,3838.5063,,1278.4948,,100,15.277,,14.997,0.307,,,1,57,0.0002,0.14,579277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,133,,,Cpd 133: 3894.4545,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3896.3569,1297.4812,1,,,20140429-382.d,15.478,,,1409,,,5,Negative,-3,-3,,3894.4545,,1297.1442,,80,15.288,,15.097,0.221,,,4,58,,0.02,69005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,134,,,Cpd 134: 3900.4797,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3902.0807,1299.4866,1,,,20140429-382.d,15.495,,,1940,,,5,Negative,-3,-3,,3900.4797,,1299.1526,,100,15.297,,15.097,0.228,,,4,58,,0.02,93062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,135,,,Cpd 135: 3878.4976,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3880.4118,1292.1609,1,,,20140429-382.d,15.628,,,5716,,,6,Negative,-3,-3,,3878.4976,,1291.8253,,100,15.3,,15.014,0.293,,,4,58,,0.09,389136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,136,,,Cpd 136: 3856.5183,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,3858.4865,1284.8333,5,,,20140429-382.d,15.926,,,24369,,,28,Negative,-2,-6,,3856.5183,,1284.4987,,100,15.302,,14.881,0.326,,,4,58,0.0044,0.55,2306573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,137,,,Cpd 137: 4178.5393,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4179.9271,1392.1737,1,,,20140429-382.d,16.092,,,1309,,,4,Negative,-3,-3,,4178.5393,,1391.8392,,80,15.785,,15.578,0.319,,,1,59,,0.02,76851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,138,,,Cpd 138: 4201.5642,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4203.7607,1399.8469,6,,,20140429-382.d,16.589,,,18515,,,32,Negative,-2,-7,,4201.5642,,1399.5132,,86.8,16.064,,15.644,0.339,,,2,60,0.0154,0.46,1941234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,139,,,Cpd 139: 4223.5421,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4225.8359,1407.1742,1,,,20140429-382.d,16.407,,,4291,,,7,Negative,-3,-3,,4223.5421,,1406.8401,,100,16.071,,15.777,0.309,,,2,60,,0.09,358675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,140,,,Cpd 140: 4183.5514,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4185.4329,1393.8443,3,,,20140429-382.d,16.473,,,7783,,,13,Negative,-3,-6,,4183.5514,,1393.5098,,95.8,16.09,,15.76,0.307,,,1,61,0.0018,0.15,609075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,141,,,Cpd 141: 4483.5860,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4485.4455,1493.8514,1,,,20140429-382.d,16.722,,,1602,,,5,Negative,-3,-3,,4483.586,,1493.5214,,80,16.477,,16.274,0.257,,,1,62,,0.02,93082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,142,,,Cpd 142: 4489.5768,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4491.6178,1495.852,4,,,20140429-382.d,17.187,,,7934,,,19,Negative,-3,-6,,4489.5768,,1495.5177,,80,16.804,,16.44,0.331,,,5,63,0.0259,0.18,744227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,143,,,Cpd 143: 4551.5404,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4553.3409,1516.506,1,,,20140429-382.d,17.004,,,1682,,,5,Negative,-3,-3,,4551.5404,,1516.1729,,80,16.817,,16.656,0.212,,,5,63,,0.02,88707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,144,,,Cpd 144: 4507.5902,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4509.9346,1501.856,5,,,20140429-382.d,17.485,,,20193,,,33,Negative,-3,-7,,4507.5902,,1501.5219,,100,16.819,,16.357,0.354,,,5,63,0.0124,0.59,2475107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,145,,,Cpd 145: 4529.5636,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4531.6467,1509.1831,1,,,20140429-382.d,17.153,,,5100,,,6,Negative,-3,-3,,4529.5636,,1508.8473,,100,16.82,,16.457,0.334,,,5,63,,0.1,416832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,146,,,Cpd 146: 4563.5066,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4566.2214,1520.8296,1,,,20140429-382.d,17.021,,,1809,,,6,Negative,-3,-3,,4563.5066,,1520.1616,,80,16.82,,16.639,0.235,,,5,63,,0.03,129007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,147,,,Cpd 147: 4834.6046,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4836.7506,1611.1979,2,,,20140429-382.d,17.833,,,4720,,,10,Negative,-3,-4,,4834.6046,,1610.5275,,100,17.522,,17.187,0.32,,,6,64,0.0049,0.1,421956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,148,,,Cpd 148: 4812.6289,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4814.9459,1603.8707,5,,,20140429-382.d,18.115,,,19365,,,30,Negative,-3,-7,,4812.6289,,1603.2018,,100,17.522,,17.021,0.367,,,6,64,0.0092,0.61,2557318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,149,,,Cpd 149: 4850.5675,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4852.5857,1616.1829,1,,,20140429-382.d,17.701,,,1628,,,5,Negative,-3,-3,,4850.5675,,1615.8485,,80,17.524,,17.352,0.214,,,6,64,,0.02,83625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,150,,,Cpd 150: 4869.5509,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4872.0172,1622.5135,1,,,20140429-382.d,17.717,,,1628,,,6,Negative,-3,-3,,4869.5509,,1622.1764,,80,17.526,,17.352,0.218,,,6,64,,0.03,130710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,151,,,Cpd 151: 4794.6224,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4796.7868,1597.867,3,,,20140429-382.d,17.9,,,6908,,,17,Negative,-3,-6,,4794.6224,,1597.2006,,100,17.537,,17.153,0.32,,,6,64,0.0102,0.16,670279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,152,,,Cpd 152: 4856.5802,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,4858.3521,1618.1881,1,,,20140429-382.d,17.717,,,1535,,,5,Negative,-3,-3,,4856.5802,,1617.8528,,100,17.538,,17.319,0.235,,,6,64,,0.02,95777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,153,,,Cpd 153: 5100.6407,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5102.8769,1699.874,3,,,20140429-382.d,18.613,,,6581,,,16,Negative,-3,-6,,5100.6407,,1699.2068,,100,18.226,,17.9,0.323,,,7,65,0.0076,0.18,738652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,154,,,Cpd 154: 5174.5863,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5178.3489,1724.5148,1,,,20140429-382.d,18.48,,,2103,,,9,Negative,-3,-3,,5174.5863,,1723.8548,,80,18.229,,18.016,0.242,,,7,65,,0.05,224335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,155,,,Cpd 155: 5118.6561,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5120.9676,1705.8775,6,,,20140429-382.d,18.779,,,21927,,,33,Negative,-3,-8,,5118.6561,,1705.2101,,100,18.233,,17.751,0.363,,,7,65,0.0109,0.77,3211447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,156,,,Cpd 156: 5156.5864,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5159.0138,1718.525,1,,,20140429-382.d,18.431,,,1833,,,6,Negative,-3,-3,,5156.5864,,1717.8549,,80,18.234,,18.032,0.229,,,7,65,,0.03,132140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,157,,,Cpd 157: 5162.6014,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5164.4738,1720.1991,1,,,20140429-382.d,18.431,,,1739,,,5,Negative,-3,-3,,5162.6014,,1719.8598,,100,18.235,,17.999,0.245,,,7,65,,0.03,116575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,158,,,Cpd 158: 5140.6248,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5143.0299,1713.2035,2,,,20140429-382.d,18.596,,,5357,,,13,Negative,-3,-4,,5140.6248,,1712.5339,,100,18.237,,17.9,0.321,,,7,65,0.0062,0.14,596187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,159,,,Cpd 159: 5119.6453,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5121.1555,1023.1241,1,,,20140429-382.d,18.497,,,1933,,,5,Negative,-5,-5,,5119.6453,,1022.9218,,100,18.241,,17.983,0.292,,,7,65,,0.03,116925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,160,,,Cpd 160: 5147.6407,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5148.5819,1714.8729,1,,,20140429-382.d,18.679,,,1286,,,3,Negative,-3,-3,,5147.6407,,1714.8729,,100,18.43,,18.165,0.281,,,1,66,,0.02,66948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,161,,,Cpd 161: 5469.6906,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5471.9647,1822.8859,1,,,20140429-382.d,19.276,,,1810,,,6,Negative,-3,-3,,5469.6906,,1822.2229,,80,18.988,,18.762,0.273,,,3,67,,0.04,149099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,162,,,Cpd 162: 5447.7007,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5450.2828,1815.5604,5,,,20140429-382.d,19.542,,,8016,,,28,Negative,-3,-7,,5447.7007,,1814.8924,,100,18.989,,18.58,0.352,,,3,67,0.0093,0.33,1392707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,163,,,Cpd 163: 5429.6960,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5431.879,1809.5556,2,,,20140429-382.d,19.293,,,2525,,,10,Negative,-3,-4,,5429.696,,1808.8902,,80,18.998,,18.729,0.279,,,3,67,0.0132,0.06,260916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,164,,,Cpd 164: 5752.7464,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5755.4405,1917.2412,6,,,20140429-382.d,20.039,,,8969,,,41,Negative,-3,-8,,5752.7464,,1916.573,,100,19.502,,19.044,0.347,,,4,68,0.0094,0.55,2296945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,165,,,Cpd 165: 5809.6654,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5811.8479,1936.5478,2,,,20140429-382.d,19.691,,,1157,,,10,Negative,-3,-4,,5809.6654,,1935.5438,,92.2,19.504,,19.326,0.208,,,4,68,0.0149,0.03,127081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,166,,,Cpd 166: 5774.7122,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,5777.3423,1924.5672,2,,,20140429-382.d,19.807,,,2374,,,14,Negative,-3,-4,,5774.7122,,1923.8957,,100,19.506,,19.26,0.279,,,4,68,0.0044,0.09,360098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
